"papel","cotacao","P/L","P/VP","PSR","div.yield","P/ativo","P/cap.giro","P/EBIT","P/ativ_circ.liq","EV/EBIT","EV/EBITDA","mrg_ebit","mrg.Liq","liq.corr","ROIC","ROE","liq.2meses","patrim.liq","div.brut/patrim","cresc.rec.5a","data"
"CEED3",68,-0.4,-0.13,0.197,0,0.168,-0.17,-1.48,-0.08,-3.67,-5.52,-0.1328,-0.4889,0.2,-0.1363,0.3346,66731.7,-4883560000,-0.22,0.0591,"2020-10-26T16:09:53.719Z"
"DOCA3",11,-0.4,-0.03,-3.064,0,0.03,-0.32,-0.26,-0.02,-6.86,-6.76,11.6592,6.3617,0.61,-0.12480000000000001,0.0824,0,-390317000,-0.82,-0.38799999999999996,"2020-10-26T16:09:53.719Z"
"BBRK3",1.64,-0.39,0.36,0.506,0,0.192,2.06,-2.08,-1.48,-0.39,-0.68,-0.2433,-1.1477,1.48,-0.1107,-0.9091,895787,166355000,0,0.0222,"2020-10-26T16:09:53.719Z"
"FGUI4",0.38,-0.39,-0.07,0.507,0,0.798,-0.07,-1.83,-0.06,-14.24,-14.24,-0.2772,-1.29,0.04,-0.6074,0.1732,0,-222024000,-0.46,0.0213,"2020-10-26T16:09:53.719Z"
"SCLO3",14.1,-0.38,-0.08,-35.158,0,0.693,-0.08,10.53,-0.08,31.4,31.4,-3.3377,93.2753,0.01,0.0684,0.2245,0,-159657000,-0.17,0.09849999999999999,"2020-10-26T16:09:53.719Z"
"SNSY5",8,-0.36,-0.05,0.142,0,0.177,-0.35,-0.86,-0.04,-2.02,-2.71,-0.16620000000000001,-0.4036,0.49,-0.2437,0.1301,421616,-1302480000,-0.07,0.058499999999999996,"2020-10-26T16:09:53.719Z"
"WISA4",0.25,-0.35,-0.01,0.219,0,0.029,-0.06,-0.31,-0.01,-19.27,-19.27,-0.7141,-0.6275,0.18,-0.0978,0.0239,0,-205386000,-0.52,-0.4866,"2020-10-26T16:09:53.719Z"
"LETO3",0.8,-0.32,-0.05,0,0,0.096,0,0,0,0,0,0,0,0,0,0.1705,0,-58642000,0,-0.17379999999999998,"2020-10-26T16:09:53.719Z"
"SJOS4",0.09,-0.31,-0.01,0,0,0.239,0,-0.81,0,-14.02,-14.3,0,0,0,0,0.025099999999999997,0,-155065000,0,0,"2020-10-26T16:09:53.719Z"
"RNEW3",3.66,-0.3,-0.12,3.38,0,0.066,-0.05,-3.89,-0.04,-44.7,-108.29,-0.8693000000000001,-11.2863,0.02,-0.0206,0.4125,267238,-1235950000,-1.33,-0.3461,"2020-10-26T16:09:53.719Z"
"RNEW11",10.8,-0.29,-0.12,3.325,0,0.065,-0.05,-3.82,-0.04,-44.64,-108.13,-0.8693000000000001,-11.2863,0.02,-0.0206,0.4125,352696,-1235950000,-1.33,-0.3461,"2020-10-26T16:09:53.719Z"
"RNEW4",3.44,-0.28,-0.12,3.177,0,0.062,-0.05,-3.65,-0.04,-44.47,-107.72,-0.8693000000000001,-11.2863,0.02,-0.0206,0.4125,233941,-1235950000,-1.33,-0.3461,"2020-10-26T16:09:53.719Z"
"HOOT4",2.7,-0.28,-0.12,0.696,0,0.106,-0.09,-0.33,-0.06,-0.33,-0.35,-2.0786000000000002,-2.49,0.04,-0.32439999999999997,0.4294,43037.2,-413079000,0,-0.1917,"2020-10-26T16:09:53.719Z"
"WISA3",0.2,-0.28,-0.01,0.175,0,0.023,-0.05,-0.25,-0.01,-19.21,-19.21,-0.7141,-0.6275,0.18,-0.0978,0.0239,0,-205386000,-0.52,-0.4866,"2020-10-26T16:09:53.719Z"
"PMAM4",5.84,-0.27,-1.27,0.056,0,0.066,-0.12,-1.19,-0.1,-13.98,-44.69,-0.0475,-0.2084,0.42,-0.0667,4.6879,0,-199495000,-14.98,0.0044,"2020-10-26T16:09:53.719Z"
"MGEL4",5.55,-0.27,-0.07,0.063,0,0.077,0.29,0.8,-0.05,18.73,12.76,0.079,-0.2564,1.97,0.1346,0.24760000000000001,27992,-486228000,-1.65,0.054900000000000004,"2020-10-26T16:09:53.719Z"
"TENE7",9.8,-0.26,-0.02,0,0,0.068,0,-1.02,0,-1.44,1.98,0,0,0,0,0.0664,0,-69256000,0,0,"2020-10-26T16:09:53.719Z"
"BDLL3",27.51,-0.23,-0.39,1.07,0,0.06,-0.22,-1.11,-0.08,-7.05,-8.53,-0.9599,-4.7275,0.6,-0.065,1.7342,129.68,-112189000,-2.11,-0.4354,"2020-10-26T16:09:53.719Z"
"ATMP3",3.77,-0.23,-3.59,0.109,0,0.056,-0.21,-0.38,-0.07,-1.94,-3.13,-0.2887,-0.4826,0.43,-0.1753,15.9092,66703.6,-24660000,-16.24,-0.24600000000000002,"2020-10-26T16:09:53.719Z"
"MEND6",9.5,-0.21,-0.01,70.814,0,0.102,-0.07,-16322.6,-0.01,-1601700,20274.7,-0.0043,-340.75300000000004,0,0,0.0414,0,-11389500000,-0.84,-0.2483,"2020-10-26T16:09:53.719Z"
"CORR3",12,-0.2,-0.06,0.145,0,0.025,0.04,-0.23,-0.03,1.58,1.62,-0.6371,-0.7237,18.1,-0.1384,0.284,0,-4887000,0,-0.1536,"2020-10-26T16:09:53.719Z"
"GSHP3",50.28,-0.2,-0.2,0.911,0,0.056,0.72,6.03,-0.05,99.94,87.04,0.1512,-4.592,1.47,0.011000000000000001,1.0156999999999998,28277.2,-481154000,-3.7,-0.1949,"2020-10-26T16:09:53.719Z"
"DOCA4",5,-0.18,-0.01,-1.393,0,0.014,-0.15,-0.12,-0.01,-6.71,-6.62,11.6592,6.3617,0.61,-0.12480000000000001,0.0824,0,-390317000,-0.82,-0.38799999999999996,"2020-10-26T16:09:53.719Z"
"DUQE4",2.95,-0.17,-1.19,1.275,0,0.045,-0.08,-0.17,-0.06,-1.23,-1.35,-7.329199999999999,-7.676,0.33,-0.2821,7.1574,0,-6987000,-7.19,-0.42700000000000005,"2020-10-26T16:09:53.719Z"
"FTRX3",0.13,-0.15,-0.02,0.206,0,0.023,-0.04,-0.19,-0.01,-1.77,-2.27,-1.0622,-1.3883,0.06,-0.1199,0.135,0,-154535000,-0.16,-0.3125,"2020-10-26T16:09:53.719Z"
"MEND5",6.5,-0.14,-0.01,48.452,0,0.07,-0.05,-11168.1,-0.01,-1596550,20209.5,-0.0043,-340.75300000000004,0,0,0.0414,0,-11389500000,-0.84,-0.2483,"2020-10-26T16:09:53.719Z"
"SLED3",0.78,-0.14,-0.15,0.104,0,0.089,-0.81,-0.42,-0.07,-3.06,-8.27,-0.24539999999999998,-0.7424,0.75,-0.2821,1.0934,593438,-321432000,-1.06,-0.2713,"2020-10-26T16:09:53.719Z"
"FTRX4",0.11,-0.13,-0.02,0.174,0,0.019,-0.03,-0.16,-0.01,-1.74,-2.24,-1.0622,-1.3883,0.06,-0.1199,0.135,0,-154535000,-0.16,-0.3125,"2020-10-26T16:09:53.719Z"
"SLED4",0.6,-0.11,-0.12,0.08,0,0.068,-0.62,-0.33,-0.05,-2.96,-8.01,-0.24539999999999998,-0.7424,0.75,-0.2821,1.0934,2672380,-321432000,-1.06,-0.2713,"2020-10-26T16:09:53.719Z"
"TEKA3",23.3,-0.1,-0.01,0.09,0,0.012,-0.01,-1.83,0,-74.88,-283.7,-0.0493,-0.9104000000000001,0.02,-0.0109,0.0729,28788,-1626750000,-0.29,-0.03,"2020-10-26T16:09:53.719Z"
"FBMC4",1.96,-0.09,-0.02,0.095,0,0.034,-0.04,-0.07,-0.02,-0.53,-0.59,-1.3559,-1.0197,0.31,-0.647,0.2419,0,-63552000,-0.15,-0.3166,"2020-10-26T16:09:53.719Z"
